Area,ISO 3 code,Date,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change,Year,Month,Quarter,YearMonth,Adalah_Agregat,Adalah_Provisional
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,735.08,60.39,8.95,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,1148.63,59.88,5.5,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,373.24,12.48,3.46,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,261.89,11.98,4.79,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,550.28,52.44,10.53,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,288.39,40.46,16.32,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.22,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,41.16,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,17.61,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,11.29,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,9.81,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,2.21,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,0.4,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,5.63,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,9.68,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,41.76,2.85,7.32,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,775.39,47.4,6.51,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,331.68,9.31,2.89,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,212.65,9.04,4.44,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,184.8,7.95,4.5,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,41.56,3.17,8.26,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,7.48,0.09,1.22,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,106.07,21.95,26.09,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,182.32,18.51,11.3,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,1883.71,120.27,6.82,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,23.09,2.21,10.58,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,947.29,52.2,5.83,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,215.34,8.82,4.27,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,14.88,0.87,6.21,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,22.09,2.17,10.89,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,7.21,1.3,22.0,2024,2,1,2024-02,True,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,515.14,-4.28,-0.82,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,9.5,0.65,7.34,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,731.95,43.38,6.3,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,186.58,6.58,3.66,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,5.1,0.22,4.51,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,1.0,0.04,4.17,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,28.76,2.24,8.45,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.28,0.0,0.0,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,5.08,1.05,26.05,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,2.13,0.25,13.3,2024,2,1,2024-02,False,False
G20,,2024-02-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,970.38,54.41,5.94,2024,2,1,2024-02,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,1924.89,68.36,3.68,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,41.4,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,58.61,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,19.33,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,14.28,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,31.73,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,17.45,,,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,796.77,59.87,8.12,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,1128.12,8.49,0.76,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,372.03,10.61,2.94,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,274.85,6.0,2.23,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,610.7,57.14,10.32,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,335.85,51.14,17.96,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.16,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,39.28,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,17.48,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,11.72,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,9.67,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,1.85,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,0.4,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,7.32,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,10.13,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,41.58,0.43,1.04,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,756.09,-2.12,-0.28,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,336.39,1.28,0.38,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,225.59,5.99,2.73,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,186.07,2.73,1.49,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,35.64,9.33,35.46,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,7.68,-0.42,-5.19,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,140.94,34.52,32.44,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,194.91,16.62,9.32,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,1924.89,68.36,3.68,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,25.2,2.1,9.09,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,927.98,3.46,0.37,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,214.5,7.77,3.76,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,15.16,0.23,1.54,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,24.19,2.09,9.46,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,9.03,1.86,25.94,2024,3,1,2024-03,True,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,495.19,-15.24,-2.99,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,9.46,0.1,1.07,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,713.48,-4.31,-0.6,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,189.85,1.21,0.64,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,5.41,0.15,2.85,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,1.01,0.01,1.0,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,24.65,6.56,36.26,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.29,-0.02,-6.45,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,6.75,1.65,32.35,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,2.28,0.21,10.14,2024,3,1,2024-03,False,False
G20,,2024-03-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,953.18,5.56,0.59,2024,3,1,2024-03,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,1797.21,86.49,5.06,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,44.15,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,55.83,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,17.92,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,15.51,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,34.34,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,18.83,,,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,793.72,75.0,10.44,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,1003.49,11.49,1.16,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,322.09,1.62,0.51,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,278.93,22.95,8.97,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,617.4,69.99,12.79,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,338.47,47.04,16.14,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.12,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,37.91,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,16.47,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,12.95,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,9.81,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,1.45,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,0.44,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,8.37,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,10.46,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,38.18,0.71,1.89,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,681.4,9.87,1.47,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,296.03,0.04,0.01,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,232.79,22.24,10.56,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,176.32,5.01,2.92,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,26.06,1.58,6.45,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,7.96,0.0,0.0,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,150.47,36.71,32.27,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,188.0,10.33,5.81,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,1797.21,86.49,5.06,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,24.91,2.57,11.5,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,828.95,9.51,1.16,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,186.75,2.22,1.2,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,14.57,0.7,5.05,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,23.95,2.54,11.86,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,9.38,1.84,24.4,2024,4,2,2024-04,True,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,475.1,-16.96,-3.45,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,8.69,0.16,1.88,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,642.2,7.29,1.15,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,168.77,1.08,0.64,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,5.58,0.54,10.71,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,0.96,0.03,3.23,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,17.98,1.14,6.77,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.3,0.0,0.0,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,7.21,1.76,32.29,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,2.17,0.08,3.83,2024,4,2,2024-04,False,False
G20,,2024-04-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,853.86,12.08,1.44,2024,4,2,2024-04,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,1898.91,105.47,5.88,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,44.72,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,55.26,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,18.8,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,16.92,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,34.89,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,17.97,,,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,849.49,97.68,12.99,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,1049.42,7.79,0.75,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,357.05,10.49,3.03,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,321.46,34.29,11.94,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,662.82,89.13,15.54,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,341.36,54.84,19.14,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.05,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,36.46,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,17.08,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,14.46,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,9.83,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,1.72,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,0.41,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,9.07,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,8.9,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,39.01,0.1,0.26,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,692.37,-2.7,-0.39,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,324.39,4.78,1.5,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,274.61,34.29,14.27,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,186.67,8.55,4.8,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,32.66,5.71,21.19,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,7.84,-0.1,-1.26,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,172.32,44.44,34.75,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,169.04,10.4,6.56,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,1898.91,105.47,5.88,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2024,5,2,2024-05,False,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,27.02,3.1,12.96,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,860.62,2.69,0.31,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,208.06,7.4,3.69,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,15.77,0.84,5.63,2024,5,2,2024-05,True,False
G20,,2024-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,26.01,3.06,13.33,2024,5,2,2024-05,True,False
