Area,ISO 3 code,Date,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change,Year,Month,Quarter,YearMonth,Adalah_Agregat,Adalah_Provisional
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.32,0.3,29.41,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,57.66,2.25,4.06,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,18.15,0.27,1.51,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.11,0.17,18.09,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.32,0.3,29.41,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.21,0.13,162.5,2021,3,1,2021-03,True,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,604.12,-25.61,-4.07,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,0.68,0.11,19.3,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,39.51,1.98,5.28,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,17.67,0.54,3.15,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,0.29,0.05,20.83,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,0.48,-0.27,-36.0,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.14,0.01,7.69,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,0.2,0.13,185.71,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,0.01,0.0,0.0,2021,3,1,2021-03,False,False
ASEAN,,2021-03-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,58.98,2.55,4.52,2021,3,1,2021-03,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,94.14,12.02,14.64,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,23.39,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,76.61,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,31.49,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,20.46,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,23.39,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,2.93,,,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,22.02,4.59,26.33,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,72.12,7.43,11.49,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,29.64,3.14,11.85,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,19.26,3.83,24.82,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,22.02,4.59,26.33,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,2.76,0.76,38.0,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.94,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,45.12,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,30.79,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,13.36,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,0.0,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,0.7,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,4.16,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,2.23,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,0.7,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,2.77,0.26,10.36,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,42.48,4.29,11.23,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,28.98,3.02,11.63,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,12.58,3.12,32.98,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,0.66,0.12,22.22,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,3.91,0.45,13.01,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,2.1,0.54,34.62,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,0.66,0.22,50.0,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,94.14,12.02,14.64,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.18,0.18,18.0,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,55.92,5.95,11.91,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,17.91,2.09,13.21,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.07,0.15,16.3,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.18,0.18,18.0,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.11,0.03,37.5,2021,4,2,2021-04,True,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,606.54,-14.14,-2.28,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,0.62,0.06,10.71,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,38.01,3.86,11.3,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,17.46,2.02,13.08,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,0.3,0.07,30.43,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,0.45,0.07,18.42,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.15,0.02,15.38,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,0.1,0.03,42.86,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,0.01,0.0,0.0,2021,4,2,2021-04,False,False
ASEAN,,2021-04-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,57.1,6.13,12.03,2021,4,2,2021-04,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,98.35,8.17,9.06,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,25.51,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,74.49,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,30.46,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,21.51,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,25.51,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,4.0,,,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,25.09,5.66,29.13,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,73.26,2.51,3.55,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,29.96,1.66,5.87,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,21.16,3.65,20.85,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,25.09,5.66,29.13,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,3.93,2.01,104.69,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.86,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,44.03,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,29.64,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,14.86,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,0.0,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,0.82,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,3.79,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,3.34,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,0.66,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,2.81,0.33,13.31,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,43.3,0.85,2.0,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,29.15,1.61,5.85,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,14.62,2.91,24.85,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,0.81,0.05,6.58,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,3.73,0.41,12.35,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,3.28,1.74,112.99,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,0.65,0.27,71.05,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,98.35,8.17,9.06,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.29,0.26,25.24,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,56.81,1.97,3.59,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,18.09,1.19,7.04,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.12,0.16,16.67,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.29,0.26,25.24,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.17,0.1,142.86,2021,5,2,2021-05,True,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,590.75,-28.79,-4.65,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,0.63,0.08,14.55,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,38.72,0.78,2.06,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,17.53,1.15,7.02,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,0.35,0.07,25.0,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,0.56,0.04,7.69,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.14,0.01,7.69,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,0.16,0.09,128.57,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,0.01,0.01,,2021,5,2,2021-05,False,False
ASEAN,,2021-05-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,58.1,2.23,3.99,2021,5,2,2021-05,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,99.5,6.62,7.13,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,26.29,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,73.7,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,30.31,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,22.69,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,%,26.29,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,%,3.6,,,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,TWh,26.16,3.8,16.99,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,TWh,73.34,2.82,4.0,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,30.17,2.13,7.6,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,22.58,2.0,9.72,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Renewables,TWh,26.16,3.8,16.99,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Wind and Solar,TWh,3.58,1.8,101.12,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,%,2.72,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,%,43.39,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,%,29.38,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,%,16.32,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,%,0.0,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,%,0.93,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,%,3.65,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,%,2.87,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,%,0.73,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Bioenergy,TWh,2.71,0.42,18.34,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Coal,TWh,43.17,0.69,1.62,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Gas,TWh,29.24,2.0,7.34,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Hydro,TWh,16.24,1.39,9.36,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Fossil,TWh,0.93,0.13,16.25,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Other Renewables,TWh,3.63,0.19,5.52,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Solar,TWh,2.86,1.44,101.41,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Fuel,Wind,TWh,0.72,0.36,100.0,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity generation,Total,Total Generation,TWh,99.5,6.62,7.13,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Electricity imports,Electricity imports,Net Imports,TWh,,,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Clean,mtCO2,1.29,0.23,21.7,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Fossil,mtCO2,56.85,1.95,3.55,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,18.23,1.36,8.06,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,1.14,0.15,15.15,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Renewables,mtCO2,1.29,0.23,21.7,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,0.15,0.08,114.29,2021,6,2,2021-06,True,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,584.32,-18.18,-3.02,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Bioenergy,mtCO2,0.61,0.1,19.61,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Coal,mtCO2,38.62,0.59,1.55,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Gas,mtCO2,17.59,1.28,7.85,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Hydro,mtCO2,0.39,0.04,11.43,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Fossil,mtCO2,0.64,0.08,14.29,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Other Renewables,mtCO2,0.14,0.01,7.69,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Solar,mtCO2,0.14,0.07,100.0,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Fuel,Wind,mtCO2,0.01,0.01,,2021,6,2,2021-06,False,False
ASEAN,,2021-06-01,Region,,,False,False,False,False,False,Power sector emissions,Total,Total emissions,mtCO2,58.14,2.18,3.9,2021,6,2,2021-06,False,False
ASEAN,,2021-07-01,Region,,,False,False,False,False,False,Electricity demand,Demand,Demand,TWh,99.99,2.04,2.08,2021,7,3,2021-07,False,False
ASEAN,,2021-07-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Clean,%,29.35,,,2021,7,3,2021-07,True,False
ASEAN,,2021-07-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Fossil,%,70.65,,,2021,7,3,2021-07,True,False
ASEAN,,2021-07-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,27.86,,,2021,7,3,2021-07,True,False
ASEAN,,2021-07-01,Region,,,False,False,False,False,False,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,25.71,,,2021,7,3,2021-07,True,False
